num,humanized,machine
5339,13 March 2019,2019-03-13
5340,28 11 09,2009-11-28
5341,Saturday December 22 1973,1973-12-22
5342,22 March 2005,2005-03-22
5343,17.08.72,1972-08-17
5344,Thursday March 12 2009,2009-03-12
5345,Wednesday February 10 1993,1993-02-10
5346,Monday August 12 2019,2019-08-12
5347,Thursday April 4 1985,1985-04-04
5348,Monday June 30 1975,1975-06-30
5349,6 Apr 1995,1995-04-06
5350,Thursday August 23 1984,1984-08-23
5351,Sunday September 20 1970,1970-09-20
5352,Mar 23 2017,2017-03-23
5353,July 12 1973,1973-07-12
5354,Tuesday August 12 1980,1980-08-12
5355,Monday July 6 2015,2015-07-06
5356,Dec 1 2011,2011-12-01
5357,29 04 20,2020-04-29
5358,Saturday June 11 1983,1983-06-11
5359,11.03.83,1983-03-11
5360,Thursday August 15 1996,1996-08-15
5361,Monday December 27 1976,1976-12-27
5362,Sunday August 29 1993,1993-08-29
5363,Thursday September 13 2007,2007-09-13
5364,Sunday May 16 2004,2004-05-16
5365,4 May 2003,2003-05-04
5366,Wednesday April 18 2012,2012-04-18
5367,September 6 1977,1977-09-06
5368,20 05 81,1981-05-20
5369,16 Nov 1979,1979-11-16
5370,27 Dec 1996,1996-12-27
5371,Monday September 19 1977,1977-09-19
5372,Thursday January 26 1989,1989-01-26
5373,29 Jul 2013,2013-07-29
5374,Thursday January 15 1981,1981-01-15
5375,24 05 88,1988-05-24
5376,Saturday October 29 2016,2016-10-29
5377,24.06.17,2017-06-24
5378,Thursday October 17 2002,2002-10-17
5379,27 June 2013,2013-06-27
5380,19.11.88,1988-11-19
5381,Wednesday September 2 1998,1998-09-02
5382,Dec 18 2002,2002-12-18
5383,Friday October 2 1970,1970-10-02
5384,January 5 1985,1985-01-05
5385,10 January 1980,1980-01-10
5386,Thursday March 5 2020,2020-03-05
5387,20 Aug 2018,2018-08-20
5388,Sunday June 1 2008,2008-06-01
5389,Monday March 22 2004,2004-03-22
5390,03 Mar 1994,1994-03-03
5391,May 24 1999,1999-05-24
5392,Jan 19 1986,1986-01-19
5393,April 17 1975,1975-04-17
5394,Jun 9 2013,2013-06-09
5395,1 04 82,1982-04-01
5396,Wednesday May 26 2021,2021-05-26
5397,21 Mar 1993,1993-03-21
5398,7 Dec 1992,1992-12-07
5399,20 Sep 1997,1997-09-20
5400,27 Nov 1974,1974-11-27
5401,April 9 2004,2004-04-09
5402,11 May 1989,1989-05-11
5403,Tuesday July 18 2000,2000-07-18
5404,17 Jul 1979,1979-07-17
5405,20 May 1972,1972-05-20
5406,Wednesday May 11 1977,1977-05-11
5407,Tuesday April 15 2014,2014-04-15
5408,3/18/73,1973-03-18
5409,05 Jun 1981,1981-06-05
5410,Oct 26 2017,2017-10-26
5411,Saturday January 8 2022,2022-01-08
5412,06 Jun 2020,2020-06-06
5413,04.08.21,2021-08-04
5414,5 November 1973,1973-11-05
5415,Monday November 10 1986,1986-11-10
5416,Monday June 20 2005,2005-06-20
5417,15 September 1989,1989-09-15
5418,6 September 2013,2013-09-06
5419,23 April 2012,2012-04-23
5420,13 October 2017,2017-10-13
5421,Sunday April 21 1985,1985-04-21
5422,5 01 22,2022-01-05
5423,22 November 2018,2018-11-22
5424,Saturday August 29 2009,2009-08-29
5425,Friday June 3 1983,1983-06-03
5426,21 Jul 2008,2008-07-21
5427,Friday February 4 2000,2000-02-04
5428,December 16 1976,1976-12-16
5429,Tuesday August 21 2012,2012-08-21
5430,1 Dec 2019,2019-12-01
5431,Monday May 5 1997,1997-05-05
5432,Saturday December 25 2004,2004-12-25
5433,Wednesday October 26 1977,1977-10-26
5434,8 May 2019,2019-05-08
5435,Friday February 28 1986,1986-02-28
5436,Jul 18 1995,1995-07-18
5437,Monday October 30 1989,1989-10-30
5438,Wednesday November 26 2008,2008-11-26
5439,Thursday July 31 1975,1975-07-31
5440,16 Apr 1991,1991-04-16
5441,3/23/22,2022-03-23
5442,28 December 2003,2003-12-28
5443,Wednesday August 6 2014,2014-08-06
5444,04.06.04,2004-06-04
5445,23 November 1999,1999-11-23
5446,Wednesday April 21 2010,2010-04-21
5447,24 Jul 1980,1980-07-24
5448,Saturday August 21 2021,2021-08-21
5449,Sunday May 27 1973,1973-05-27
5450,13 Nov 2006,2006-11-13
5451,Friday March 8 2002,2002-03-08
5452,Wednesday February 19 2003,2003-02-19
5453,Thursday June 30 1988,1988-06-30
5454,Wednesday May 18 2022,2022-05-18
5455,8 October 2007,2007-10-08
5456,Friday May 27 2011,2011-05-27
5457,May 1 2003,2003-05-01
5458,9 Jan 2011,2011-01-09
5459,16 Jun 2004,2004-06-16
5460,Tuesday August 3 1982,1982-08-03
5461,January 21 2022,2022-01-21
5462,Tuesday December 1 1998,1998-12-01
5463,Thursday January 26 1995,1995-01-26
5464,10/14/93,1993-10-14
5465,Thursday May 18 1978,1978-05-18
5466,Tuesday July 21 2015,2015-07-21
5467,Wednesday September 14 1994,1994-09-14
5468,22 Mar 1985,1985-03-22
5469,30 Nov 2008,2008-11-30
5470,18 Oct 2007,2007-10-18
5471,4 January 2022,2022-01-04
5472,Saturday April 2 2016,2016-04-02
5473,9 Apr 1989,1989-04-09
5474,Tuesday July 6 1971,1971-07-06
5475,18 Mar 2009,2009-03-18
5476,09 Feb 1992,1992-02-09
5477,Sunday April 14 1996,1996-04-14
5478,1 May 2004,2004-05-01
5479,October 26 2015,2015-10-26
5480,Monday June 20 1977,1977-06-20
5481,Wednesday August 6 2003,2003-08-06
5482,Wednesday January 4 2017,2017-01-04
5483,Wednesday October 15 1986,1986-10-15
5484,24 May 1973,1973-05-24
5485,12/5/05,2005-12-05
5486,Tuesday November 29 1994,1994-11-29
5487,23 January 2022,2022-01-23
5488,Friday May 13 2005,2005-05-13
5489,July 31 2008,2008-07-31
5490,Friday January 21 1972,1972-01-21
5491,October 7 2013,2013-10-07
5492,Tuesday December 5 1989,1989-12-05
5493,17 12 88,1988-12-17
5494,Friday August 10 1973,1973-08-10
5495,Friday March 26 2004,2004-03-26
5496,Monday August 1 2005,2005-08-01
5497,03 Jul 1970,1970-07-03
5498,23.05.12,2012-05-23
5499,16 Apr 1979,1979-04-16
5500,3/23/18,2018-03-23
5501,Tuesday June 3 1980,1980-06-03
5502,Sunday October 3 2021,2021-10-03
5503,Friday January 17 1975,1975-01-17
5504,Friday July 6 1979,1979-07-06
5505,Feb 26 2015,2015-02-26
5506,18 Dec 1984,1984-12-18
5507,Thursday May 3 2012,2012-05-03
5508,02 Jun 1980,1980-06-02
5509,July 24 2003,2003-07-24
5510,23 May 2000,2000-05-23
5511,Friday May 7 1971,1971-05-07
5512,3/24/70,1970-03-24
5513,Monday May 4 1970,1970-05-04
5514,Wednesday September 13 2017,2017-09-13
5515,30 December 1982,1982-12-30
5516,05.02.71,1971-02-05
5517,Tuesday February 6 1990,1990-02-06
5518,6/18/04,2004-06-18
5519,3 06 96,1996-06-03
5520,7 December 2009,2009-12-07
5521,Sunday June 28 2020,2020-06-28
5522,30 Jun 2010,2010-06-30
5523,10 10 86,1986-10-10
5524,October 6 1970,1970-10-06
5525,19 October 2015,2015-10-19
5526,13 December 1998,1998-12-13
5527,Wednesday November 6 2013,2013-11-06
5528,February 16 2019,2019-02-16
5529,29 May 1977,1977-05-29
5530,Friday December 29 1972,1972-12-29
5531,30 10 88,1988-10-30
5532,Thursday October 15 1987,1987-10-15
5533,December 12 1993,1993-12-12
5534,2/23/77,1977-02-23
5535,Saturday February 4 1984,1984-02-04
5536,Sunday October 1 2000,2000-10-01
5537,December 29 1982,1982-12-29
5538,11 Feb 1994,1994-02-11
5539,July 24 1996,1996-07-24
5540,Monday September 20 1993,1993-09-20
5541,June 27 2003,2003-06-27
5542,10 Aug 1994,1994-08-10
5543,16 03 22,2022-03-16
5544,25 10 74,1974-10-25
5545,Monday October 17 2005,2005-10-17
5546,05 Sep 2015,2015-09-05
5547,8 Feb 1971,1971-02-08
5548,Tuesday June 19 2012,2012-06-19
5549,25 December 1972,1972-12-25
5550,Thursday November 25 2010,2010-11-25
5551,09 Feb 1975,1975-02-09
5552,Wednesday September 19 2012,2012-09-19
5553,Sunday October 23 2005,2005-10-23
5554,24 Apr 2006,2006-04-24
5555,12 Nov 2005,2005-11-12
5556,20 September 1975,1975-09-20
5557,25.07.84,1984-07-25
5558,May 11 1979,1979-05-11
5559,17 Nov 2016,2016-11-17
5560,19 March 2004,2004-03-19
5561,January 21 1997,1997-01-21
5562,02 Apr 2006,2006-04-02
5563,30 August 2003,2003-08-30
5564,26 July 2006,2006-07-26
5565,02 Aug 1990,1990-08-02
5566,Monday July 14 2014,2014-07-14
5567,Jan 10 1980,1980-01-10
5568,25 January 1991,1991-01-25
5569,Saturday July 15 1972,1972-07-15
5570,Monday December 14 2015,2015-12-14
5571,Friday March 9 2007,2007-03-09
5572,30 November 1981,1981-11-30
5573,19 Feb 1994,1994-02-19
5574,Saturday April 2 2016,2016-04-02
5575,Saturday February 8 1992,1992-02-08
5576,October 1 2014,2014-10-01
5577,23 January 2001,2001-01-23
5578,Sunday August 20 1978,1978-08-20
5579,23.12.03,2003-12-23
5580,Sunday March 28 2004,2004-03-28
5581,20 November 1997,1997-11-20
5582,15 July 1970,1970-07-15
5583,Wednesday November 22 1995,1995-11-22
5584,Thursday April 6 2006,2006-04-06
5585,Thursday October 9 2014,2014-10-09
5586,Sunday November 21 1971,1971-11-21
5587,June 24 2008,2008-06-24
5588,17 February 1972,1972-02-17
5589,30 01 83,1983-01-30
5590,15 Jun 2008,2008-06-15
5591,8 January 1998,1998-01-08
5592,June 8 1971,1971-06-08
5593,November 6 1986,1986-11-06
5594,Wednesday July 16 2008,2008-07-16
5595,30 08 12,2012-08-30
5596,27 Jul 2021,2021-07-27
5597,Wednesday October 8 1975,1975-10-08
5598,Tuesday January 15 2013,2013-01-15
5599,June 26 1977,1977-06-26
5600,29.12.81,1980-12-29
5601,Friday March 12 1982,1982-03-12
5602,Saturday July 13 1991,1991-07-13
5603,Thursday September 26 2019,2019-09-26
5604,November 14 1974,1974-11-14
5605,25.03.21,2021-03-25
5606,Friday October 6 2006,2006-10-06
5607,4 May 2007,2007-05-04
5608,Wednesday December 16 1987,1987-12-16
5609,1/27/12,2012-01-27
5610,1 November 1977,1977-11-01
5611,January 11 2002,2002-01-11
5612,24 Dec 2012,2012-12-24
5613,Thursday November 21 1974,1974-11-21
5614,Friday April 4 2014,2014-04-04
5615,26 August 2005,2005-08-26
5616,27 Jun 2002,2002-06-27
5617,September 24 1975,1975-09-24
5618,March 22 1985,1985-03-22
5619,Thursday December 28 1989,1989-12-28
5620,Monday July 28 1975,1975-07-28
5621,Friday May 11 1979,1979-05-11
5622,31 December 1995,1995-12-31
5623,12.01.71,1971-01-12
5624,25 Nov 2008,2008-11-25
5625,March 29 2008,2008-03-29
5626,Saturday July 15 1989,1989-07-15
5627,Monday July 23 2018,2018-07-23
5628,Friday December 9 2005,2005-12-09
5629,04 Apr 2001,2001-04-04
5630,Thursday April 19 1979,1979-04-19
5631,Friday March 9 1990,1990-03-09
5632,Saturday October 25 1986,1986-10-25
5633,June 30 1999,1999-06-30
5634,Thursday March 4 1999,1999-03-04
5635,January 7 1982,1982-01-07
5636,12 Aug 2000,2000-08-12
5637,13 Oct 1991,1991-10-13
5638,Monday January 30 2012,2012-01-30
5639,19.04.77,1977-04-19
5640,7 Apr 2020,2020-04-07
5641,12 February 2022,2022-02-12
5642,Wednesday May 5 1971,1971-05-05
5643,Saturday May 11 1996,1996-05-11
5644,19 04 16,2016-04-19
5645,14 July 2009,2009-07-14
5646,11/4/06,2006-11-04
5647,Sunday June 20 1999,1999-06-20
5648,Saturday November 9 1985,1985-11-09
5649,19 December 1990,1990-12-19
5650,18 May 1999,1999-05-18
5651,8 March 1978,1978-03-08
5652,Monday November 30 1998,1998-11-30
5653,Friday April 29 1983,1983-04-29
5654,Monday April 22 2013,2013-04-22
5655,Monday June 15 1981,1981-06-15
5656,6/5/09,2009-06-05
5657,Mar 11 2012,2012-03-11
5658,10/15/09,2009-10-15
5659,November 9 1983,1983-11-09
5660,May 11 2003,2003-05-11
5661,Thursday December 28 1995,1995-12-28
5662,Feb 6 2015,2015-02-06
5663,Monday March 16 1970,1970-03-16
5664,5/24/18,2018-05-24
5665,15 August 1998,1998-08-15
5666,Saturday February 10 1990,1990-02-10
5667,15 02 07,2007-02-15
5668,Tuesday March 1 1983,1983-03-01
5669,04 Jun 1985,1985-06-04
5670,Saturday June 5 2004,2004-06-05
5671,Monday October 29 1979,1979-10-29
5672,Saturday February 23 2013,2013-02-23
5673,Thursday May 4 1989,1989-05-04
5674,Tuesday August 21 1973,1973-08-21
5675,November 8 2003,2003-11-08
5676,7/9/95,1995-07-09
5677,Monday November 1 1982,1982-11-01
5678,05 Feb 1998,1998-02-05
5679,May 7 1980,1980-05-07
5680,Sunday January 10 1999,1999-01-10
5681,Tuesday May 4 1976,1976-05-04
5682,27.05.06,2006-05-27
5683,17.04.89,1989-04-17
5684,Sunday November 26 1978,1978-11-26
5685,Saturday May 16 2009,2009-05-16
5686,Friday November 10 1989,1989-11-10
5687,10 Apr 2011,2011-04-10
5688,4 June 1978,1978-06-04
5689,Wednesday February 2 1994,1994-02-02
5690,01.08.82,1982-08-01
5691,16 February 1984,1984-02-16
5692,April 1 2022,2022-04-01
5693,20 September 1989,1989-09-20
5694,Tuesday January 15 2013,2013-01-15
5695,Wednesday September 7 2005,2005-09-07
5696,Tuesday August 6 2019,2019-08-06
5697,Thursday January 30 1975,1975-01-30
5698,June 24 1984,1984-06-24
5699,23 Jul 1984,1984-07-23
5700,April 13 2010,2010-04-13
5701,Saturday June 14 2014,2014-06-14
5702,12 10 83,1983-10-12
5703,5 April 1975,1975-04-05
5704,22 08 95,1995-08-22
5705,Saturday February 12 2022,2022-02-12
5706,24 August 2001,2001-08-24
5707,28 Mar 1990,1990-03-28
5708,15 September 1993,1993-09-15
5709,Friday October 27 2000,2000-10-27
5710,Saturday December 12 2020,2020-12-12
5711,Thursday November 25 2010,2010-11-25
5712,Thursday January 8 1998,1998-01-08
5713,Saturday May 1 1993,1993-05-01
5714,30 July 1970,1970-07-30
5715,Saturday June 22 1985,1985-06-22
5716,Feb 9 1984,1984-02-09
5717,Wednesday May 23 2007,2007-05-23
5718,Thursday September 28 2006,2006-09-28
5719,February 6 1997,1997-02-06
5720,15 Feb 1995,1995-02-15
5721,August 25 2004,2004-08-25
5722,Wednesday June 19 1996,1996-06-19
5723,02.03.20,2020-03-02
5724,23 June 1993,1993-06-23
5725,Thursday July 30 1987,1987-07-30
5726,28 Mar 1975,1975-03-28
5727,Jan 15 1984,1984-01-15
5728,Sunday December 9 2012,2012-12-09
5729,Tuesday August 19 1997,1997-08-19
5730,Monday October 24 2005,2005-10-24
5731,Dec 8 1980,1980-12-08
5732,Friday April 10 2009,2009-04-10
5733,September 3 1980,1980-09-03
5734,Saturday May 23 1987,1987-05-23
5735,Monday April 30 1990,1990-04-30
5736,Sunday February 6 1983,1983-02-06
5737,Monday December 31 2007,2007-12-31
5738,March 1 1970,1970-03-01
5739,Wednesday July 17 1991,1991-07-17
5740,Thursday July 20 1989,1989-07-20
5741,Thursday October 28 1976,1976-10-28
5742,Sunday April 19 2015,2015-04-19
5743,29 October 2013,2013-10-29
5744,Friday June 11 2010,2010-06-11
5745,8 May 2020,2020-05-08
5746,22 Jun 1987,1987-06-22
5747,Monday December 21 1981,1981-12-21
5748,05.02.01,2001-02-05
5749,Friday September 10 1982,1982-09-10
5750,Jul 30 1974,1974-07-30
5751,26 Jun 1979,1979-06-26
5752,Monday January 15 2018,2018-01-15
5753,Sunday March 21 1993,1993-03-21
5754,Sunday November 22 2015,2015-11-22
5755,Monday December 24 2018,2018-12-24
5756,Saturday March 16 1996,1996-03-16
5757,16 05 71,1971-05-16
5758,9 April 1973,1973-04-09
5759,September 30 1979,1979-09-30
5760,January 2 1995,1995-01-02
5761,July 31 1992,1992-07-31
5762,2 Dec 1972,1972-12-02
5763,05 May 1996,1996-05-05
5764,Monday February 12 1979,1979-02-12
5765,17 Feb 1997,1997-02-17
5766,4 June 1995,1995-06-04
5767,Friday March 12 1999,1999-03-12
5768,Tuesday September 6 2011,2011-09-06
5769,Tuesday February 9 1982,1982-02-09
5770,Thursday March 1 2012,2012-03-01
5771,Tuesday May 24 1994,1994-05-24
5772,Tuesday April 12 2016,2016-04-12
5773,Sunday July 31 1994,1994-07-31
5774,January 6 2009,2009-01-06
5775,Saturday May 30 1970,1970-05-30
5776,Saturday June 3 2017,2017-06-03
5777,Saturday September 10 1988,1988-09-10
5778,Sunday February 10 1985,1985-02-10
5779,Saturday October 8 1994,1994-10-08
5780,10 07 74,1974-07-10
5781,Friday April 22 2005,2005-04-22
5782,Saturday April 2 2005,2005-04-02
5783,Thursday July 11 1974,1974-07-11
5784,Wednesday March 17 2021,2021-03-17
5785,Tuesday September 4 2012,2012-09-04
5786,Thursday June 16 2016,2016-06-16
5787,4/30/95,1995-04-30
5788,21 Sep 1994,1994-09-21
5789,5/20/03,2003-05-20
5790,Saturday June 23 1973,1973-06-23
5791,Monday December 18 1972,1972-12-18
5792,06.03.14,2014-03-06
5793,Saturday March 25 1972,1972-03-25
5794,Sunday April 12 1992,1992-04-12
5795,28 Dec 1997,1997-12-28
5796,25 May 1984,1984-05-25
5797,Monday July 18 2016,2016-07-18
5798,June 11 1985,1985-06-11
5799,Wednesday December 23 1992,1992-12-23
5800,Tuesday July 3 1984,1984-07-03
5801,Tuesday January 21 2014,2014-01-21
5802,23 04 12,2012-04-23
5803,Monday August 21 2006,2006-08-21
5804,04.11.93,1993-11-04
5805,24 Dec 2001,2001-12-24
5806,3 November 2018,2018-11-03
5807,Tuesday January 31 1989,1989-01-31
5808,Tuesday September 5 1972,1972-09-05
5809,06.06.04,2004-06-06
5810,May 21 1982,1982-05-21
5811,Monday January 21 1974,1974-01-21
5812,15.04.95,1995-04-15
5813,2 October 2018,2018-10-02
5814,Thursday September 28 1978,1978-09-28
5815,Sep 20 2018,2018-09-20
5816,Tuesday September 2 2003,2003-09-02
5817,Thursday February 17 2011,2011-02-17
5818,Friday January 24 2020,2020-01-24
5819,Sep 5 1970,1970-09-05
5820,14 05 96,1996-05-14
5821,Wednesday August 16 2006,2006-08-16
5822,28 January 1984,1984-01-28
5823,Friday November 20 1970,1970-11-20
5824,Saturday April 4 1998,1998-04-04
5825,Friday April 14 1995,1995-04-14
5826,Friday November 1 1996,1996-11-01
5827,23 Apr 1970,1970-04-23
5828,30 Apr 1970,1970-04-30
5829,5 February 1988,1988-02-05
5830,Sunday June 19 2011,2011-06-19
5831,Thursday April 18 2019,2019-04-18
5832,12/18/86,1986-12-18
5833,July 22 2014,2014-07-22
5834,Thursday November 9 2017,2017-11-09
5835,Monday November 9 2015,2015-11-09
5836,20 Nov 1974,1974-11-20
5837,24 October 1986,1986-10-24
5838,Mar 4 1987,1987-03-04
5839,Saturday April 2 2011,2011-04-02
5840,Friday June 12 1981,1981-06-12
5841,20 October 1991,1991-10-20
5842,Friday June 12 2020,2020-06-12
5843,Saturday February 1 1975,1975-02-01
5844,13 May 1989,1989-05-13
5845,Oct 15 2018,2018-10-15
5846,Sunday March 21 2004,2004-03-21
5847,16 Aug 2003,2003-08-16
5848,21 Mar 2007,2007-03-21
5849,Friday September 16 2016,2016-09-16
5850,Tuesday April 23 1996,1996-04-23
5851,Sunday February 8 1976,1976-02-08
5852,August 31 1991,1991-08-31
5853,Saturday August 24 2013,2013-08-24
5854,Tuesday July 28 1987,1987-07-28
5855,Monday April 23 1984,1984-04-23
5856,Tuesday March 13 2018,2018-03-13
5857,June 25 1988,1988-06-25
5858,Thursday May 2 1991,1991-05-02
5859,April 29 1975,1975-04-29
5860,28 Jun 2005,2005-06-28
5861,Monday April 17 2017,2017-04-17
5862,Thursday May 21 1987,1987-05-21
5863,15 Oct 2015,2015-10-15
5864,Sunday June 24 1990,1990-06-24
5865,06 Apr 1990,1990-04-06
5866,27 Nov 1971,1971-11-27
5867,Wednesday May 16 1990,1990-05-16
5868,Monday August 18 1980,1980-08-18
5869,May 29 2022,2022-05-29
5870,05 May 2018,2018-05-05
5871,27 November 2021,2021-11-27
5872,Friday December 21 1984,1984-12-21
5873,January 11 1980,1980-01-11
5874,Sunday March 11 1973,1973-03-11
5875,16 Oct 1984,1984-10-16
5876,1 September 1981,1981-09-01
5877,Tuesday October 20 2020,2020-10-20
5878,22.05.91,1991-05-22
5879,28 Nov 2015,2015-11-28
5880,Friday April 6 2007,2007-04-06
5881,23 Dec 1996,1996-12-23
5882,Friday June 12 1987,1987-06-12
5883,November 16 2011,2011-11-16
5884,Saturday June 28 1997,1997-06-28
5885,Thursday February 13 2003,2003-02-13
5886,Monday February 2 1976,1976-02-02
5887,15 November 2021,2021-11-15
5888,10/23/08,2008-10-23
5889,Sunday May 8 2016,2016-05-08
5890,Mar 13 1995,1995-03-13
5891,Wednesday February 2 1972,1972-02-02
5892,23 May 2009,2009-05-23
5893,Wednesday June 1 1977,1977-06-01
5894,May 3 1980,1980-05-03
5895,24 April 1975,1975-04-24
5896,April 28 2000,2000-04-28
5897,Monday September 9 2002,2002-09-09
5898,Thursday November 25 2004,2004-11-25
5899,Friday February 22 1985,1985-02-22
5900,Friday August 3 1973,1973-08-03
5901,Friday January 13 2006,2006-01-13
5902,Wednesday September 15 1999,1999-09-15
5903,21 Oct 2001,2001-10-21
5904,10 Aug 2006,2006-08-10
5905,8/5/72,1972-08-05
5906,January 20 2016,2016-01-20
5907,03 Jun 1991,1991-06-03
5908,Friday August 20 1999,1999-08-20
5909,March 9 1975,1975-03-09
5910,21 Mar 2010,2010-03-21
5911,18 03 98,1998-03-18
5912,05.09.81,1981-09-05
5913,2/24/13,2013-02-24
5914,Feb 4 1981,1981-02-04
5915,Sunday September 17 1972,1972-09-17
5916,17 Apr 1999,1999-04-17
5917,5 Dec 1982,1982-12-05
5918,21 Jun 2007,2007-06-21
5919,Jan 14 1987,1987-01-14
5920,02.07.99,1999-07-02
5921,1 July 2022,2022-07-01
5922,25 July 1983,1983-07-25
5923,Thursday September 24 2015,2015-09-24
5924,Tuesday October 30 2007,2007-10-30
5925,February 25 1986,1986-02-25
5926,20 03 21,2021-03-20
5927,Sunday February 22 1998,1998-02-22
5928,Sunday April 23 1972,1972-04-23
5929,Friday February 25 2000,2000-02-25
5930,Jul 4 2009,2009-07-04
5931,Thursday November 20 1975,1975-11-20
5932,17 04 97,1997-04-17
5933,Tuesday April 1 1986,1986-04-01
5934,9 April 1978,1978-04-09
5935,19 April 2019,2019-04-19
5936,Monday June 1 1992,1992-06-01
5937,30 August 2006,2006-08-30
5938,Friday July 22 1977,1977-07-22
5939,8 03 94,1994-03-08
5940,Sunday March 25 1984,1984-03-25
5941,Saturday July 1 1989,1989-07-01
5942,Wednesday January 3 2001,2001-01-03
5943,Saturday May 15 2021,2021-05-15
5944,19 Jul 1977,1977-07-19
5945,Wednesday June 11 1980,1980-06-11
5946,Sunday August 30 1998,1998-08-30
5947,July 13 1984,1984-07-13
5948,15 Nov 1989,1989-11-15
5949,28 May 1974,1974-05-28
5950,Thursday August 3 2000,2000-08-03
5951,April 12 2020,2020-04-12
5952,December 9 1977,1977-12-09
5953,10/27/06,2006-10-27
5954,Tuesday May 30 1989,1989-05-30
5955,3/12/18,2018-03-12
5956,14 02 84,1984-02-14
5957,Thursday February 10 1972,1972-02-10
5958,28 Jan 1974,1974-01-28
5959,3 10 72,1972-10-03
5960,3 03 18,2018-03-03
5961,4 March 1997,1997-03-04
5962,6 Dec 1997,1997-12-06
5963,October 6 2006,2006-10-06
5964,Saturday February 5 1983,1983-02-05
5965,3 December 1995,1995-12-03
5966,Tuesday May 26 1998,1998-05-26
5967,Friday March 27 1970,1970-03-27
5968,August 5 2004,2004-08-05
5969,15.04.89,1989-04-15
5970,14 June 2006,2006-06-14
5971,Monday March 25 1974,1974-03-25
5972,Saturday October 7 1989,1989-10-07
5973,Monday September 6 1999,1999-09-06
5974,Tuesday July 9 2019,2019-07-09
5975,Tuesday June 24 2008,2008-06-24
5976,23 Mar 1971,1971-03-23
5977,Oct 17 2000,2000-10-17
5978,16 November 2009,2009-11-16
5979,3 Jun 2019,2019-06-03
5980,16 January 2009,2009-01-16
5981,3 April 1990,1990-04-03
5982,17 August 2005,2005-08-17
5983,23 Jul 1990,1990-07-23
5984,Thursday August 6 1998,1998-08-06
5985,Thursday January 24 2019,2019-01-24
5986,Sunday April 8 1984,1984-04-08
5987,Thursday October 22 2009,2009-10-22
5988,29 Apr 1992,1992-04-29
5989,Friday August 27 1971,1971-08-27
5990,Wednesday August 24 1994,1994-08-24
5991,Tuesday December 17 2013,2013-12-17
5992,Wednesday December 12 2018,2018-12-12
5993,8/7/82,1982-08-07
5994,Tuesday January 21 1997,1997-01-21
5995,Wednesday June 25 1986,1986-06-25
5996,Thursday May 19 2016,2016-05-19
5997,30 Mar 1975,1975-03-30
5998,14 May 1975,1975-05-14
5999,Thursday December 17 1992,1992-12-17
6000,30 June 1997,1997-06-30
6001,11 06 98,1998-06-11
6002,5 March 1970,1970-03-05
6003,27 March 1971,1971-03-27
6004,12/30/97,1997-12-30
6005,Tuesday June 27 2017,2017-06-27
6006,January 17 1980,1980-01-17
6007,Thursday August 7 2003,2003-08-07
6008,Nov 15 1988,1988-11-15
6009,Mar 26 2018,2018-03-26
6010,21 Apr 2006,2006-04-21
6011,8 Oct 2017,2017-10-08
6012,Monday January 15 2007,2007-01-15
6013,14 01 05,2005-01-14
6014,12 February 1974,1974-02-12
6015,30 05 97,1997-05-30
6016,Thursday August 2 1984,1984-08-02
6017,January 3 2014,2014-01-03
6018,16 Dec 2019,2019-12-16
6019,2 May 1997,1997-05-02
6020,4 Aug 1978,1978-08-04
6021,Sunday July 12 1981,1981-07-12
6022,Tuesday February 19 1980,1980-02-19
6023,December 9 2006,2006-12-09
6024,Sunday June 7 1970,1970-06-07
6025,21 July 2011,2011-07-21
6026,15 Dec 1986,1986-12-15
6027,March 14 1992,1992-03-14
6028,January 18 1971,1971-01-18
6029,17.07.77,1977-07-17
6030,Friday November 2 2018,2018-11-02
6031,21 May 2008,2008-05-21
6032,21 Jan 1982,1982-01-21
6033,30 Sep 1976,1976-09-30
6034,Wednesday April 14 2021,2021-04-14
6035,28 11 85,1985-11-28
6036,Monday August 5 1991,1991-08-05
6037,Tuesday May 28 1974,1974-05-28
6038,Wednesday January 1 1997,1997-01-01
6039,Saturday June 22 1974,1974-06-22
6040,14 May 1975,1975-05-14
6041,Monday December 23 1985,1985-12-23
6042,26 Dec 1990,1990-12-26
6043,Saturday September 13 1975,1975-09-13
6044,12 Jul 1977,1977-07-12
6045,August 12 1988,1988-08-12
6046,13 Sep 1992,1992-09-13
6047,29 April 1993,1993-04-29
6048,10 March 2018,2018-03-10
6049,25 06 00,2000-06-25
6050,26 Jun 1996,1996-06-26
6051,Friday November 28 2003,2003-11-28
6052,Tuesday October 13 1987,1987-10-13
6053,Tuesday May 28 2013,2013-05-28
6054,January 24 2006,2006-01-24
6055,1/16/22,2022-01-16
6056,December 10 1983,1983-12-10
6057,19 Oct 1999,1999-10-19
6058,Friday July 19 1974,1974-07-19
6059,Thursday September 2 1971,1971-09-02
6060,16 April 2013,2013-04-16
6061,February 10 1989,1989-02-10
6062,07 Dec 1972,1972-12-07
6063,03 Jul 2013,2013-07-03
6064,August 2 1988,1988-08-02
6065,5 June 1973,1973-06-05
6066,Saturday September 5 2020,2020-09-05
6067,12 Jul 1984,1984-07-12
6068,17 Apr 2008,2008-04-17
6069,Tuesday April 8 2014,2014-04-08
6070,Mar 24 2006,2006-03-24
6071,Wednesday March 10 2004,2004-03-10
6072,Wednesday December 1 2010,2010-12-01
